0.005,1152.0
0.01,1137.1
0.015,1139.5
0.02,1137.6
0.025,1137.3
0.03,1137.9
0.035,1140.1
0.04,1141.7
0.045,1138.3
0.05,1139.3
0.055,1175.1
0.06,1166.0
0.065,1176.5
0.07,1172.1
